0,3,2,13
1,8,4,14
2,8,5,0
3,0,1,13
4,6,1,11
5,6,11,15
6,1,17,6
7,6,3,8
8,3,12,13
9,1,4,18
10,0,16,1
11,9,4,9
12,5,0,18
13,7,12,15
14,9,15,9
15,8,3,11
16,5,5,1
17,7,13,5
18,8,13,14
19,6,1,2
20,7,10,4
21,0,17,0
22,4,12,13
23,9,13,7
24,5,6,6
25,2,3,11
26,4,0,4
27,0,0,14
28,9,14,15
29,6,16,6
30,6,15,11
31,5,16,8
32,4,2,8
33,5,8,0
34,9,6,17
35,2,16,16
36,4,7,11
37,1,10,0
38,9,18,14
39,5,9,7
40,4,14,4
41,6,0,9
42,5,13,0
43,6,2,0
44,0,10,0
45,9,13,8
46,3,12,11
47,9,10,10
48,7,6,4
49,6,1,16
50,9,8,3
51,8,7,7
52,0,7,13
53,3,5,5
54,8,2,6
55,8,11,7
56,7,11,12
57,7,17,12
58,4,8,8
59,6,9,13
60,7,18,8
61,3,6,6
62,6,6,9
63,3,18,14
64,6,9,5
65,2,18,10
66,1,9,16
67,2,4,8
68,3,8,3
69,7,8,7
70,2,1,18
71,6,15,11
72,8,12,3
73,8,3,8
74,0,14,13
75,2,17,4
76,9,15,4
77,3,2,12
78,3,5,17
79,8,13,13
80,8,10,6
81,1,12,12
82,1,3,16
83,7,15,15
84,2,16,1
85,5,18,0
86,2,4,10
87,7,4,14
88,8,2,7
89,9,17,10
90,0,13,2
91,3,6,4
92,8,11,2
93,6,3,1
94,4,1,10
95,6,14,16
96,6,11,6
97,0,17,10
98,0,12,14
99,7,15,1
100,4,10,0
101,5,10,14
102,6,16,13
103,3,7,13
104,1,4,10
105,1,9,8
106,3,12,0
107,6,15,6
108,8,18,18
109,7,12,12
110,4,5,6
111,0,18,2
112,6,9,4
113,2,18,9
114,1,9,12
115,3,18,7
116,0,8,12
117,4,8,12
118,2,10,6
119,7,5,8
120,8,7,11
121,3,6,17
122,1,17,3
123,2,3,0
124,8,3,2
125,0,18,8
126,8,3,12
127,3,6,13
128,5,13,16
129,2,0,8
130,4,10,9
131,1,6,15
132,8,2,16
133,9,13,13
134,1,8,7
135,2,12,15
136,9,16,11
137,7,9,11
138,2,18,8
139,9,17,18
140,6,16,6
141,5,8,14
142,6,9,2
143,3,11,4
144,8,15,6
145,7,11,18
146,6,18,1
147,2,17,12
148,5,5,6
149,2,2,9
150,8,8,13
151,9,13,2
152,6,15,0
153,0,15,15
154,0,10,13
155,5,12,5
156,2,7,15
157,9,16,17
158,5,15,7
159,4,15,16
160,2,0,10
161,1,3,18
162,6,5,5
163,6,8,11
164,8,2,12
165,4,18,14
166,8,12,17
167,4,14,9
168,5,2,13
169,0,12,1
170,9,17,4
171,9,6,1
172,9,7,8
173,8,0,16
174,9,3,7
175,9,9,4
176,3,11,9
177,7,4,6
178,5,17,9
179,0,8,4
180,0,13,11
181,5,15,7
182,2,2,16
183,2,5,18
184,3,1,13
185,8,18,0
186,6,10,6
187,3,5,7
188,4,3,12
189,0,6,0
190,5,17,13
191,8,15,6
192,0,9,10
193,1,5,5
194,7,15,11
195,2,10,9
196,8,11,5
197,8,15,5
198,7,8,18
199,8,7,0
200,5,4,10
201,1,15,13
202,8,1,18
203,7,15,10
204,1,9,12
205,3,4,0
206,0,0,18
207,5,11,18
208,7,16,13
209,9,10,13
210,7,1,15
211,4,6,0
212,5,1,14
213,9,7,8
214,8,1,11
215,0,4,2
216,7,10,17
217,9,9,1
218,8,11,4
219,2,1,11
220,7,4,4
221,6,9,9
222,9,6,0
223,4,5,18
224,3,0,13
225,9,6,11
226,6,18,16
227,4,15,18
228,7,12,7
229,6,2,3
230,5,5,8
231,1,2,2
232,5,12,9
233,8,4,0
234,8,18,14
235,0,16,13
236,4,1,17
237,0,1,7
238,5,16,8
239,5,10,0
240,1,5,15
241,1,12,8
242,8,11,0
243,9,0,12
244,0,9,14
245,3,13,13
246,1,2,13
247,9,18,18
248,2,11,7
249,2,11,10
250,5,3,13
251,3,13,13
252,9,7,13
253,9,10,17
254,4,14,16
255,0,7,12
256,3,8,9
257,0,4,12
258,0,14,16
259,9,13,14
260,8,18,0
261,1,12,5
262,5,18,16
263,7,2,0
264,0,11,12
265,8,5,18
266,2,6,14
267,4,13,0
268,7,12,8
269,0,17,7
270,2,10,16
271,3,6,14
272,6,1,9
273,3,16,6
274,8,7,16
275,5,5,7
276,0,0,4
277,3,9,5
278,4,0,17
279,3,9,15
280,9,7,3
281,0,8,8
282,6,5,5
283,1,3,1
284,0,13,11
285,9,10,1
286,1,16,17
287,0,13,4
288,7,3,3
289,9,4,11
290,1,12,11
291,2,1,18
292,6,13,17
293,9,7,15
294,3,13,14
295,4,13,16
296,6,6,3
297,0,14,7
298,0,18,18
299,6,14,5
300,6,10,14
301,6,7,7
302,3,12,11
303,2,13,12
304,6,6,0
305,1,5,1
306,8,15,11
307,2,13,4
308,1,9,16
309,6,1,3
310,8,17,8
311,6,10,18
312,8,0,15
313,0,8,11
314,4,0,17
315,0,15,10
316,7,8,17
317,7,9,10
318,5,16,9
319,5,14,0
320,3,4,18
321,5,1,8
322,2,16,14
323,3,18,0
324,4,17,1
325,1,3,4
326,7,4,5
327,5,18,6
328,4,8,17
329,6,10,3
330,1,2,12
331,9,3,7
332,3,9,11
333,6,13,5
334,6,11,4
335,9,12,10
336,3,4,15
337,8,4,7
338,0,5,18
339,7,15,0
340,2,11,13
341,6,2,4
342,2,5,8
343,5,18,9
344,8,4,15
345,5,16,2
346,4,12,15
347,6,7,10
348,8,3,5
349,9,17,3
350,9,6,8
351,1,0,10
352,0,8,14
353,2,13,18
354,2,13,17
355,7,18,14
356,3,18,16
357,2,9,3
358,8,14,2
359,0,12,18
360,9,9,5
361,5,10,17
362,8,2,17
363,1,11,15
364,9,14,2
365,4,9,18
366,1,10,9
367,3,15,12
368,8,12,10
369,1,5,18
370,4,2,6
371,7,6,2
372,9,4,17
373,4,12,0
374,2,6,17
375,7,15,14
376,0,8,18
377,7,3,16
378,0,11,2
379,6,16,15
380,6,9,5
381,9,11,4
382,0,9,5
383,9,1,14
384,2,5,10
385,8,6,9
386,7,0,10
387,2,3,13
388,2,11,16
389,5,4,11
390,1,9,17
391,2,12,5
392,6,0,0
393,2,10,5
394,9,12,3
395,6,9,9
396,2,6,15
397,3,3,3
398,0,2,3
399,3,14,5
400,9,10,6
401,8,3,4
402,7,15,8
403,8,9,4
404,8,0,15
405,4,6,12
406,0,13,9
407,1,9,13
408,8,14,9
409,2,9,18
410,7,0,18
411,9,17,11
412,3,12,8
413,6,9,17
414,1,2,9
415,9,9,5
416,0,17,6
417,7,15,10
418,3,10,13
419,7,0,1
420,4,10,18
421,5,10,16
422,0,10,2
423,0,14,4
424,2,10,13
425,9,8,10
426,3,13,6
427,4,14,6
428,0,12,0
429,6,5,9
430,2,16,7
431,5,4,8
432,3,8,8
433,7,15,6
434,3,9,13
435,7,10,12
436,2,11,12
437,5,11,11
438,3,16,18
439,1,2,18
440,1,5,11
441,4,2,8
442,9,12,8
443,9,9,2
444,5,1,9
445,7,9,6
446,5,5,2
447,0,9,16
448,2,17,10
449,2,9,9
450,2,6,7
451,9,8,4
452,7,3,4
453,3,13,13
454,9,6,10
455,4,17,5
456,3,6,6
457,5,0,1
458,4,6,18
459,6,18,9
460,5,14,10
461,6,4,4
462,1,10,10
463,4,7,6
464,3,16,15
465,4,8,0
466,4,7,9
467,3,1,15
468,7,18,16
469,8,16,13
470,3,6,6
471,7,16,11
472,8,1,4
473,0,17,2
474,5,15,5
475,7,6,16
476,6,8,2
477,0,0,7
478,5,17,11
479,4,11,16
480,8,9,14
481,6,9,14
482,8,14,9
483,5,9,4
484,5,14,6
485,9,4,10
486,9,17,11
487,9,10,4
488,5,8,6
489,0,8,18
490,1,5,0
491,0,12,15
492,8,0,10
493,1,4,9
494,1,12,0
495,8,18,9
496,0,9,0
497,2,4,0
498,2,14,6
499,0,6,11
500,4,13,15
501,6,12,17
502,5,14,12
503,4,7,13
504,9,9,9
505,4,11,0
506,7,1,9
507,9,6,15
508,9,12,8
509,4,0,0
510,5,8,12
511,6,10,12
512,6,6,11
513,1,0,3
514,5,18,11
515,3,10,6
516,8,15,6
517,9,8,2
518,5,11,15
519,8,18,5
520,5,12,17
521,7,13,6
522,0,1,2
523,7,3,7
524,0,2,8
525,5,11,7
526,0,12,17
527,0,8,12
528,4,6,1
529,6,14,5
530,9,3,7
531,0,9,4
532,9,4,0
533,5,11,6
534,6,5,10
535,6,8,5
536,6,16,15
537,2,15,3
538,9,18,17
539,0,3,7
540,1,16,11
541,7,7,2
542,6,15,0
543,7,15,17
544,5,13,0
545,9,1,12
546,1,13,15
547,6,14,16
548,2,16,1
549,5,6,17
550,5,4,14
551,5,18,10
552,8,15,6
553,5,5,18
554,9,13,9
555,4,13,5
556,6,11,18
557,4,17,3
558,3,18,4
559,2,16,0
560,0,0,9
561,7,8,6
562,6,10,18
563,2,3,8
564,2,8,18
565,3,18,15
566,9,7,12
567,7,10,16
568,9,3,4
569,2,6,15
570,6,0,4
571,7,11,16
572,1,16,4
573,3,4,6
574,6,15,16
575,6,9,10
576,8,7,8
577,9,16,12
578,7,9,17
579,5,18,2
580,4,9,14
581,0,5,13
582,8,18,4
583,4,8,12
584,0,3,11
585,9,11,16
586,3,9,10
587,4,13,9
588,8,0,17
589,9,1,4
590,6,1,7
591,9,13,10
592,2,15,9
593,6,9,8
594,1,16,4
595,4,8,13
596,7,10,9
597,3,0,4
598,5,12,5
599,3,11,12
600,8,8,18
601,5,17,15
602,0,5,0
603,2,12,10
604,1,13,18
605,6,13,10
606,4,8,18
607,3,9,9
608,3,2,13
609,9,4,11
610,6,17,9
611,9,9,16
612,8,1,5
613,8,2,4
614,5,17,3
615,8,0,16
616,6,18,16
617,6,6,12
618,2,4,1
619,1,9,4
620,7,16,5
621,7,13,17
622,1,13,8
623,2,3,4
624,7,3,4
625,9,10,7
626,9,5,8
627,4,2,4
628,4,18,4
629,1,12,10
630,2,15,4
631,5,16,11
632,6,5,9
633,8,9,11
634,7,6,18
635,6,0,7
636,8,3,2
637,3,16,7
638,0,0,9
639,5,4,1
640,5,7,9
641,3,10,12
642,0,6,17
643,7,12,10
644,9,10,16
645,1,5,9
646,3,17,12
647,4,7,17
648,4,16,11
649,5,1,0
650,3,11,4
651,9,7,1
652,5,7,17
653,6,14,18
654,9,15,17
655,2,15,14
656,1,12,5
657,1,14,5
658,4,16,10
659,1,7,7
660,9,5,1
661,4,18,4
662,7,9,13
663,6,1,13
664,3,10,18
665,8,2,18
666,9,13,15
667,0,0,9
668,1,16,0
669,3,0,16
670,6,3,7
671,3,17,0
672,6,5,2
673,3,7,6
674,2,14,6
675,0,11,5
676,3,16,13
677,1,11,12
678,0,10,12
679,5,5,9
680,9,16,2
681,6,4,12
682,4,7,18
683,8,7,14
684,9,11,6
685,6,4,15
686,9,10,15
687,6,0,10
688,3,7,13
689,0,3,7
690,3,7,15
691,2,1,15
692,2,15,5
693,7,9,13
694,8,4,2
695,3,8,1
696,8,5,16
697,2,14,5
698,7,11,9
699,5,0,6
700,7,8,0
701,2,10,5
702,4,3,11
703,8,3,14
704,7,6,1
705,4,17,8
706,2,4,10
707,9,9,9
708,8,14,8
709,8,3,15
710,6,11,0
711,8,5,12
712,8,7,12
713,7,9,17
714,4,13,14
715,3,17,14
716,3,16,18
717,8,16,12
718,4,9,14
719,9,1,15
720,4,13,9
721,8,0,15
722,8,4,8
723,1,15,16
724,8,18,16
725,2,17,9
726,1,9,16
727,3,1,12
728,6,1,4
729,5,15,12
730,4,4,5
731,2,18,10
732,7,15,0
733,9,4,4
734,9,14,4
735,4,3,10
736,1,4,17
737,4,6,14
738,1,12,17
739,3,7,13
740,2,0,12
741,7,1,2
742,0,8,17
743,7,5,14
744,9,15,12
745,7,18,3
746,6,5,15
747,6,13,5
