0,9,13,12
1,2,3,4
2,1,11,12
3,1,0,8
4,6,16,3
5,1,0,6
6,4,15,10
7,6,9,8
8,5,16,1
9,7,0,12
10,4,3,3
11,5,16,6
12,7,3,15
13,3,16,8
14,4,8,2
15,1,11,13
16,2,2,10
17,4,11,11
18,8,6,0
19,0,6,15
20,2,9,7
21,5,1,14
22,7,2,11
23,9,4,12
24,1,14,4
25,4,13,1
26,6,8,6
27,0,8,1
28,9,0,4
29,3,14,12
30,8,8,15
31,8,16,13
32,3,5,11
33,3,10,6
34,8,4,16
35,0,12,3
36,7,3,5
37,5,1,0
38,7,9,11
39,9,15,2
40,6,1,7
41,1,7,15
42,3,16,6
43,7,7,6
44,6,12,9
45,7,9,15
46,2,13,8
47,1,9,12
48,2,16,0
49,2,8,16
50,4,13,0
51,4,1,3
52,5,14,12
53,8,15,8
54,2,4,12
55,2,1,5
56,8,15,12
57,4,7,4
58,8,5,4
59,0,2,4
60,7,6,2
61,7,9,3
62,8,1,0
63,5,3,3
64,1,13,3
65,1,1,13
66,2,5,7
67,3,7,12
68,9,13,16
69,8,10,14
70,7,15,4
71,0,8,10
72,2,12,14
73,6,14,9
74,2,3,3
75,3,2,4
76,1,2,14
77,2,15,1
78,8,1,15
79,4,14,14
80,1,7,3
81,8,0,7
82,5,6,4
83,9,15,2
84,5,3,9
85,0,0,13
86,3,2,10
87,2,5,5
88,0,8,14
89,6,11,1
90,5,12,16
91,3,3,12
92,6,9,12
93,7,10,0
94,1,10,2
95,8,13,2
96,0,11,3
97,1,13,16
98,4,14,12
99,2,13,5
100,3,13,4
101,6,0,10
102,7,5,10
103,2,4,2
104,7,3,13
105,8,7,15
106,5,1,3
107,9,14,8
108,9,15,7
109,4,14,4
110,2,2,7
111,5,3,1
112,7,8,16
113,0,13,14
114,5,9,3
115,2,16,16
116,8,7,6
117,6,2,13
118,7,14,13
119,8,2,4
120,0,1,8
121,0,15,15
122,9,3,12
123,9,13,15
124,3,2,2
125,0,13,2
126,8,13,15
127,4,15,1
128,1,6,3
129,5,9,13
130,4,2,6
131,1,12,11
132,9,3,9
133,1,16,5
134,8,15,0
135,6,7,4
136,2,14,6
137,1,15,12
138,2,15,6
139,5,7,16
140,1,10,1
141,0,10,0
142,0,6,3
143,0,8,12
144,1,4,5
145,6,2,11
146,1,14,10
147,6,4,1
148,2,3,15
149,2,16,5
150,4,14,14
151,4,6,12
152,1,16,1
153,4,10,3
154,5,1,2
155,0,13,16
156,4,15,6
157,7,8,6
158,9,9,2
159,3,16,3
160,7,15,8
161,2,8,14
162,3,13,3
163,9,8,8
164,0,8,3
165,9,16,16
166,4,2,9
167,7,3,16
168,4,10,15
169,2,2,8
170,0,1,15
171,5,1,11
172,2,13,13
173,1,5,15
174,2,10,9
175,1,10,14
176,3,7,8
177,0,2,14
178,9,15,1
179,1,4,5
180,0,4,12
181,9,0,4
182,3,4,14
183,6,0,6
184,7,15,6
185,9,11,6
186,9,3,14
187,4,9,9
188,4,2,8
189,7,11,12
190,1,5,14
191,2,2,8
192,1,6,5
193,6,9,8
194,3,4,13
195,2,9,3
